"Atom number","Rang","Delta P"
"23","1","0.538"
"25","2","0.519"
"22","3","0.364"
"12","4","0.153"
"3","5","0.111"
"9","6","0.087"
"31","7","0.087"
"1","8","0.069"
"18","9","0.069"
"29","10","0.069"
"26","11","0.032"
"14","12","-0.023"
"27","13","-0.030"
"17","14","-0.039"
"8","15","-0.069"
"32","16","-0.069"
"20","17","-0.095"
"19","18","-0.099"
"28","19","-0.099"
"21","20","-0.124"
"13","21","-0.142"
"2","22","-0.190"
"30","23","-0.195"
"10","24","-0.196"
"16","25","-0.206"
"11","26","-0.220"
"5","27","-0.242"
"15","28","-0.243"
"24","29","-0.286"
"7","30","-0.402"
"6","31","-0.445"
"4","32","-0.577"
