"Atom number","Rang","Delta P"
"2","1","0.242"
"22","2","0.116"
"13","3","0.029"
"25","4","-0.077"
"21","5","-0.086"
"6","6","-0.136"
"7","7","-0.140"
"20","8","-0.154"
"28","9","-0.172"
"24","10","-0.244"
"9","11","-0.287"
"27","12","-0.304"
"14","13","-0.306"
"8","14","-0.374"
"17","15","-0.375"
"10","16","-0.384"
"23","17","-0.388"
"11","18","-0.391"
"1","19","-0.414"
"26","20","-0.420"
"3","21","-0.422"
"4","22","-0.422"
"16","23","-0.430"
"18","24","-0.450"
"15","25","-0.484"
"5","26","-0.491"
"19","27","-0.558"
"12","28","-0.642"
