"Atom number","Rang","Delta P"
"1","1","0.613"
"3","2","0.613"
"4","3","0.613"
"9","4","0.613"
"10","5","0.613"
"11","6","0.613"
"22","7","0.387"
"21","8","0.252"
"20","9","0.214"
"27","10","0.121"
"8","11","0.014"
"23","12","-0.020"
"2","13","-0.045"
"6","14","-0.082"
"14","15","-0.164"
"7","16","-0.346"
"5","17","-0.393"
"28","18","-0.412"
"15","19","-0.430"
"26","20","-0.435"
"17","21","-0.470"
"18","22","-0.541"
"13","23","-0.591"
"29","24","-0.609"
"12","25","-0.625"
"24","26","-0.640"
"25","27","-0.648"
"19","28","-0.690"
"16","29","-0.808"
