"Atom number","Rang","Delta P"
"24","1","0.044"
"25","2","-0.142"
"17","3","-0.202"
"20","4","-0.202"
"26","5","-0.229"
"5","6","-0.232"
"9","7","-0.232"
"8","8","-0.244"
"16","9","-0.257"
"21","10","-0.257"
"23","11","-0.262"
"42","12","-0.269"
"31","13","-0.357"
"32","14","-0.357"
"34","15","-0.357"
"40","16","-0.370"
"2","17","-0.404"
"44","18","-0.404"
"37","19","-0.416"
"4","20","-0.430"
"12","21","-0.465"
"36","22","-0.467"
"1","23","-0.484"
"38","24","-0.487"
"30","25","-0.534"
"3","26","-0.564"
"18","27","-0.570"
"35","28","-0.575"
"11","29","-0.584"
"7","30","-0.587"
"41","31","-0.598"
"43","32","-0.598"
"45","33","-0.598"
"19","34","-0.599"
"39","35","-0.603"
"15","36","-0.613"
"33","37","-0.632"
"14","38","-0.726"
"10","39","-0.736"
"6","40","-0.737"
"27","41","-0.743"
"22","42","-0.764"
"28","43","-0.780"
"13","44","-0.788"
"29","45","-0.858"
