"Atom number","Rang","Delta P"
"4","1","0.754"
"27","2","0.754"
"11","3","0.658"
"8","4","0.491"
"19","5","0.112"
"12","6","0.034"
"1","7","-0.010"
"3","8","-0.010"
"10","9","-0.065"
"13","10","-0.149"
"24","11","-0.149"
"9","12","-0.153"
"14","13","-0.274"
"23","14","-0.274"
"2","15","-0.280"
"6","16","-0.353"
"26","17","-0.353"
"18","18","-0.375"
"21","19","-0.375"
"7","20","-0.451"
"15","21","-0.458"
"16","22","-0.474"
"5","23","-0.488"
"25","24","-0.488"
"20","25","-0.492"
"17","26","-0.658"
"22","27","-0.658"
