"Atom number","Rang","Delta P"
"11","1","0.761"
"19","2","0.618"
"8","3","0.590"
"4","4","0.342"
"26","5","0.194"
"12","6","0.130"
"13","7","0.119"
"23","8","0.119"
"14","9","0.106"
"22","10","0.106"
"10","11","0.011"
"9","12","-0.054"
"1","13","-0.072"
"3","14","-0.072"
"17","15","-0.225"
"21","16","-0.225"
"18","17","-0.244"
"20","18","-0.244"
"15","19","-0.366"
"16","20","-0.422"
"2","21","-0.436"
"25","22","-0.437"
"6","23","-0.442"
"24","24","-0.487"
"5","25","-0.539"
"7","26","-0.607"
"27","27","-0.739"
