"Atom number","Rang","Delta P"
"2","1","0.766"
"13","2","0.114"
"3","3","-0.102"
"4","4","-0.102"
"11","5","-0.166"
"6","6","-0.176"
"20","7","-0.181"
"28","8","-0.220"
"25","9","-0.228"
"27","10","-0.228"
"14","11","-0.269"
"10","12","-0.277"
"7","13","-0.280"
"19","14","-0.328"
"9","15","-0.355"
"16","16","-0.423"
"21","17","-0.425"
"24","18","-0.426"
"26","19","-0.490"
"1","20","-0.493"
"23","21","-0.512"
"8","22","-0.540"
"15","23","-0.562"
"22","24","-0.569"
"5","25","-0.652"
"12","26","-0.805"
"17","27","-0.835"
"18","28","-0.838"
