"Atom number","Rang","Delta P"
"2","1","0.331"
"1","2","0.209"
"5","3","0.179"
"3","4","0.119"
"4","5","0.097"
"22","6","0.091"
"21","7","0.069"
"8","8","0.040"
"20","9","-0.045"
"9","10","-0.123"
"24","11","-0.128"
"6","12","-0.131"
"11","13","-0.133"
"13","14","-0.133"
"19","15","-0.133"
"23","16","-0.179"
"25","17","-0.248"
"15","18","-0.381"
"12","19","-0.385"
"7","20","-0.421"
"26","21","-0.496"
"18","22","-0.499"
"17","23","-0.606"
"10","24","-0.631"
"16","25","-0.726"
"27","26","-0.827"
"14","27","-0.882"
"28","28","-0.920"
