"Atom number","Rang","Delta P"
"21","1","0.268"
"23","2","0.055"
"25","3","0.055"
"3","4","0.037"
"12","5","0.033"
"1","6","0.021"
"16","7","-0.034"
"9","8","-0.053"
"30","9","-0.053"
"8","10","-0.063"
"31","11","-0.063"
"24","12","-0.074"
"18","13","-0.090"
"28","14","-0.090"
"14","15","-0.156"
"2","16","-0.157"
"4","17","-0.173"
"17","18","-0.175"
"13","19","-0.233"
"22","20","-0.278"
"26","21","-0.278"
"5","22","-0.287"
"6","23","-0.290"
"20","24","-0.300"
"29","25","-0.307"
"19","26","-0.315"
"27","27","-0.315"
"10","28","-0.387"
"7","29","-0.407"
"11","30","-0.469"
"15","31","-0.544"
