"Atom number","Rang","Delta P"
"2","1","0.593"
"21","2","0.364"
"13","3","0.360"
"23","4","0.350"
"14","5","0.166"
"20","6","0.148"
"24","7","0.139"
"19","8","0.008"
"22","9","-0.002"
"27","10","-0.028"
"6","11","-0.050"
"7","12","-0.072"
"9","13","-0.134"
"26","14","-0.255"
"10","15","-0.283"
"3","16","-0.323"
"4","17","-0.323"
"1","18","-0.347"
"15","19","-0.354"
"16","20","-0.371"
"8","21","-0.412"
"11","22","-0.416"
"25","23","-0.495"
"12","24","-0.536"
"18","25","-0.549"
"17","26","-0.559"
"5","27","-0.605"
