"Atom number","Rang","Delta P"
"22","1","0.680"
"23","2","0.173"
"9","3","0.024"
"28","4","0.024"
"8","5","-0.067"
"29","6","-0.067"
"3","7","-0.079"
"19","8","-0.095"
"25","9","-0.095"
"12","10","-0.131"
"18","11","-0.147"
"26","12","-0.147"
"13","13","-0.181"
"5","14","-0.250"
"21","15","-0.268"
"1","16","-0.285"
"16","17","-0.307"
"2","18","-0.333"
"14","19","-0.336"
"27","20","-0.346"
"7","21","-0.353"
"17","22","-0.353"
"20","23","-0.358"
"10","24","-0.419"
"6","25","-0.432"
"24","26","-0.441"
"4","27","-0.456"
"11","28","-0.463"
"15","29","-0.728"
