"Atom number","Rang","Delta P"
"36","1","-0.008"
"35","2","-0.067"
"23","3","-0.081"
"9","4","-0.103"
"4","5","-0.151"
"1","6","-0.165"
"34","7","-0.175"
"14","8","-0.186"
"17","9","-0.188"
"10","10","-0.189"
"2","11","-0.196"
"20","12","-0.198"
"3","13","-0.202"
"6","14","-0.202"
"8","15","-0.202"
"11","16","-0.202"
"24","17","-0.202"
"7","18","-0.222"
"28","19","-0.224"
"26","20","-0.236"
"12","21","-0.271"
"22","22","-0.271"
"5","23","-0.297"
"18","24","-0.304"
"38","25","-0.326"
"19","26","-0.358"
"21","27","-0.360"
"31","28","-0.395"
"32","29","-0.398"
"27","30","-0.419"
"30","31","-0.462"
"39","32","-0.478"
"33","33","-0.511"
"13","34","-0.534"
"25","35","-0.611"
"40","36","-0.622"
"15","37","-0.634"
"29","38","-0.647"
"16","39","-0.668"
"37","40","-0.749"
