"Atom number","Rang","Delta P"
"18","1","0.240"
"33","2","0.218"
"29","3","0.183"
"3","4","0.086"
"17","5","-0.114"
"24","6","-0.114"
"28","7","-0.114"
"1","8","-0.120"
"5","9","-0.137"
"10","10","-0.140"
"21","11","-0.163"
"7","12","-0.182"
"22","13","-0.213"
"11","14","-0.272"
"20","15","-0.343"
"23","16","-0.406"
"14","17","-0.485"
"27","18","-0.518"
"9","19","-0.522"
"25","20","-0.567"
"31","21","-0.567"
"32","22","-0.582"
"26","23","-0.617"
"30","24","-0.617"
"13","25","-0.624"
"19","26","-0.651"
"2","27","-0.661"
"12","28","-0.667"
"15","29","-0.673"
"16","30","-0.673"
"8","31","-0.716"
"6","32","-0.764"
"4","33","-0.772"
