"Atom number","Rang","Delta P"
"21","1","0.754"
"28","2","0.343"
"1","3","0.307"
"3","4","0.307"
"4","5","0.307"
"26","6","0.276"
"27","7","0.221"
"30","8","0.039"
"32","9","0.039"
"2","10","0.019"
"34","11","-0.016"
"13","12","-0.020"
"38","13","-0.020"
"18","14","-0.077"
"23","15","-0.091"
"11","16","-0.099"
"19","17","-0.104"
"14","18","-0.115"
"37","19","-0.115"
"6","20","-0.118"
"35","21","-0.123"
"17","22","-0.139"
"20","23","-0.140"
"9","24","-0.147"
"29","25","-0.148"
"33","26","-0.148"
"31","27","-0.172"
"24","28","-0.178"
"16","29","-0.193"
"10","30","-0.194"
"36","31","-0.211"
"15","32","-0.221"
"22","33","-0.290"
"5","34","-0.294"
"12","35","-0.345"
"40","36","-0.451"
"39","37","-0.460"
"7","38","-0.467"
"8","39","-0.561"
"25","40","-0.601"
