"Atom number","Rang","Delta P"
"24","1","0.161"
"42","2","0.060"
"5","3","0.009"
"9","4","0.009"
"25","5","-0.022"
"40","6","-0.075"
"16","7","-0.097"
"21","8","-0.097"
"44","9","-0.108"
"34","10","-0.112"
"26","11","-0.117"
"37","12","-0.122"
"31","13","-0.132"
"32","14","-0.132"
"23","15","-0.135"
"17","16","-0.157"
"20","17","-0.157"
"28","18","-0.185"
"8","19","-0.220"
"1","20","-0.227"
"36","21","-0.243"
"35","22","-0.244"
"2","23","-0.260"
"33","24","-0.263"
"38","25","-0.276"
"4","26","-0.350"
"30","27","-0.357"
"12","28","-0.390"
"19","29","-0.416"
"18","30","-0.417"
"3","31","-0.429"
"39","32","-0.430"
"41","33","-0.430"
"43","34","-0.430"
"45","35","-0.430"
"6","36","-0.473"
"10","37","-0.476"
"15","38","-0.478"
"11","39","-0.491"
"7","40","-0.520"
"14","41","-0.558"
"13","42","-0.573"
"27","43","-0.641"
"29","44","-0.652"
"22","45","-0.658"
