"Atom number","Rang","Delta P"
"24","1","0.505"
"2","2","0.228"
"1","3","0.212"
"14","4","0.133"
"6","5","0.112"
"12","6","0.103"
"3","7","0.102"
"9","8","0.090"
"8","9","0.022"
"31","10","0.016"
"17","11","-0.008"
"33","12","-0.020"
"32","13","-0.031"
"21","14","-0.146"
"7","15","-0.149"
"4","16","-0.169"
"5","17","-0.187"
"15","18","-0.218"
"13","19","-0.229"
"16","20","-0.233"
"18","21","-0.272"
"30","22","-0.290"
"25","23","-0.305"
"11","24","-0.308"
"23","25","-0.310"
"27","26","-0.315"
"28","27","-0.315"
"29","28","-0.315"
"22","29","-0.322"
"20","30","-0.361"
"19","31","-0.384"
"26","32","-0.431"
"10","33","-0.556"
