"Atom number","Rang","Delta P"
"29","1","0.858"
"22","2","0.764"
"3","3","0.580"
"5","4","0.443"
"1","5","0.368"
"13","6","0.354"
"16","7","0.354"
"24","8","0.295"
"2","9","0.275"
"28","10","0.268"
"36","11","0.254"
"33","12","0.224"
"35","13","0.179"
"4","14","0.174"
"31","15","0.174"
"19","16","0.163"
"43","17","0.163"
"6","18","0.141"
"20","19","0.134"
"39","20","0.132"
"41","21","0.124"
"50","22","0.102"
"9","23","0.089"
"8","24","0.064"
"10","25","0.058"
"48","26","0.058"
"21","27","0.055"
"37","28","0.043"
"12","29","0.034"
"30","30","0.027"
"49","31","0.010"
"18","32","0.009"
"44","33","0.009"
"25","34","0.004"
"11","35","-0.003"
"47","36","-0.003"
"38","37","-0.014"
"14","38","-0.021"
"15","39","-0.021"
"45","40","-0.021"
"46","41","-0.021"
"17","42","-0.035"
"7","43","-0.044"
"34","44","-0.054"
"40","45","-0.060"
"23","46","-0.072"
"32","47","-0.106"
"42","48","-0.137"
"26","49","-0.146"
"27","50","-0.216"
