"Atom number","Rang","Delta P"
"1","1","0.706"
"18","2","0.073"
"30","3","0.048"
"10","4","-0.009"
"29","5","-0.009"
"11","6","-0.024"
"28","7","-0.024"
"19","8","-0.068"
"14","9","-0.085"
"27","10","-0.210"
"9","11","-0.214"
"12","12","-0.244"
"24","13","-0.273"
"25","14","-0.273"
"26","15","-0.273"
"4","16","-0.277"
"15","17","-0.283"
"16","18","-0.318"
"21","19","-0.349"
"17","20","-0.373"
"13","21","-0.401"
"2","22","-0.451"
"6","23","-0.461"
"3","24","-0.492"
"23","25","-0.499"
"31","26","-0.515"
"7","27","-0.520"
"8","28","-0.530"
"20","29","-0.547"
"32","30","-0.564"
"5","31","-0.604"
"22","32","-0.606"
