"Atom number","Rang","Delta P"
"25","1","0.493"
"23","2","0.356"
"28","3","0.183"
"6","4","0.180"
"27","5","0.085"
"20","6","0.080"
"16","7","0.016"
"5","8","-0.053"
"15","9","-0.129"
"4","10","-0.156"
"17","11","-0.189"
"12","12","-0.191"
"11","13","-0.305"
"13","14","-0.315"
"10","15","-0.350"
"19","16","-0.353"
"14","17","-0.413"
"18","18","-0.413"
"2","19","-0.455"
"1","20","-0.483"
"7","21","-0.497"
"9","22","-0.504"
"26","23","-0.517"
"21","24","-0.555"
"24","25","-0.565"
"22","26","-0.571"
"8","27","-0.674"
"3","28","-0.723"
