"Atom number","Rang","Delta P"
"3","1","0.193"
"21","2","0.175"
"8","3","0.150"
"22","4","-0.051"
"4","5","-0.056"
"6","6","-0.142"
"13","7","-0.145"
"18","8","-0.145"
"23","9","-0.171"
"1","10","-0.177"
"28","11","-0.193"
"29","12","-0.193"
"20","13","-0.196"
"14","14","-0.229"
"17","15","-0.229"
"25","16","-0.290"
"9","17","-0.334"
"7","18","-0.394"
"30","19","-0.398"
"2","20","-0.458"
"27","21","-0.480"
"15","22","-0.550"
"16","23","-0.558"
"5","24","-0.581"
"12","25","-0.616"
"10","26","-0.721"
"24","27","-0.802"
"11","28","-0.808"
"19","29","-0.813"
"26","30","-0.879"
