"Atom number","Rang","Delta P"
"15","1","0.546"
"8","2","0.346"
"29","3","0.217"
"28","4","-0.049"
"7","5","-0.074"
"12","6","-0.074"
"14","7","-0.074"
"20","8","-0.074"
"18","9","-0.122"
"1","10","-0.256"
"24","11","-0.260"
"25","12","-0.279"
"4","13","-0.298"
"27","14","-0.316"
"23","15","-0.319"
"3","16","-0.321"
"26","17","-0.368"
"2","18","-0.408"
"5","19","-0.424"
"22","20","-0.448"
"9","21","-0.592"
"6","22","-0.612"
"21","23","-0.637"
"10","24","-0.646"
"16","25","-0.649"
"17","26","-0.674"
"13","27","-0.789"
"11","28","-0.902"
"19","29","-0.912"
