"Atom number","Rang","Delta P"
"26","1","0.609"
"12","2","0.485"
"27","3","0.146"
"11","4","0.099"
"13","5","0.099"
"16","6","-0.076"
"4","7","-0.091"
"25","8","-0.112"
"10","9","-0.155"
"17","10","-0.173"
"8","11","-0.213"
"15","12","-0.217"
"6","13","-0.242"
"19","14","-0.243"
"9","15","-0.249"
"24","16","-0.313"
"5","17","-0.314"
"29","18","-0.325"
"18","19","-0.345"
"30","20","-0.354"
"31","21","-0.354"
"32","22","-0.354"
"1","23","-0.388"
"2","24","-0.402"
"7","25","-0.424"
"20","26","-0.429"
"21","27","-0.449"
"23","28","-0.454"
"14","29","-0.536"
"28","30","-0.574"
"22","31","-0.683"
"3","32","-0.750"
