"Atom number","Rang","Delta P"
"21","1","0.396"
"30","2","0.196"
"32","3","0.196"
"2","4","0.158"
"1","5","0.135"
"3","6","0.135"
"4","7","0.135"
"26","8","0.066"
"27","9","0.051"
"13","10","-0.082"
"38","11","-0.082"
"6","12","-0.161"
"34","13","-0.208"
"14","14","-0.221"
"37","15","-0.221"
"17","16","-0.249"
"35","17","-0.260"
"9","18","-0.302"
"23","19","-0.328"
"24","20","-0.334"
"5","21","-0.336"
"19","22","-0.367"
"29","23","-0.373"
"33","24","-0.373"
"16","25","-0.375"
"36","26","-0.379"
"20","27","-0.412"
"15","28","-0.430"
"7","29","-0.455"
"10","30","-0.468"
"12","31","-0.468"
"40","32","-0.479"
"18","33","-0.491"
"39","34","-0.491"
"22","35","-0.511"
"11","36","-0.513"
"31","37","-0.544"
"28","38","-0.545"
"8","39","-0.578"
"25","40","-0.808"
