"Atom number","Rang","Delta P"
"11","1","0.560"
"9","2","0.369"
"23","3","0.345"
"1","4","0.328"
"26","5","0.279"
"33","6","0.229"
"27","7","0.225"
"3","8","0.196"
"10","9","0.196"
"14","10","0.196"
"16","11","0.196"
"21","12","0.196"
"24","13","0.196"
"31","14","0.196"
"19","15","0.195"
"2","16","0.181"
"32","17","0.168"
"4","18","0.165"
"12","19","0.134"
"20","20","0.084"
"29","21","0.064"
"22","22","0.031"
"35","23","-0.074"
"18","24","-0.132"
"17","25","-0.212"
"13","26","-0.217"
"28","27","-0.218"
"5","28","-0.234"
"30","29","-0.273"
"15","30","-0.296"
"6","31","-0.309"
"34","32","-0.383"
"7","33","-0.539"
"25","34","-0.597"
"8","35","-0.729"
