"Atom number","Rang","Delta P"
"9","1","0.401"
"4","2","0.299"
"22","3","0.248"
"16","4","0.165"
"13","5","0.098"
"12","6","0.071"
"6","7","0.020"
"8","8","0.020"
"14","9","0.020"
"21","10","0.020"
"10","11","0.019"
"27","12","0.014"
"23","13","-0.102"
"3","14","-0.149"
"29","15","-0.170"
"19","16","-0.204"
"1","17","-0.211"
"7","18","-0.217"
"17","19","-0.249"
"26","20","-0.261"
"28","21","-0.296"
"30","22","-0.462"
"20","23","-0.464"
"18","24","-0.481"
"5","25","-0.512"
"25","26","-0.526"
"11","27","-0.584"
"2","28","-0.587"
"15","29","-0.629"
"24","30","-0.714"
