"Atom number","Rang","Delta P"
"2","1","0.298"
"21","2","0.280"
"13","3","0.192"
"24","4","-0.053"
"20","5","-0.100"
"6","6","-0.137"
"14","7","-0.190"
"9","8","-0.191"
"7","9","-0.203"
"27","10","-0.249"
"19","11","-0.315"
"26","12","-0.345"
"10","13","-0.350"
"3","14","-0.397"
"4","15","-0.397"
"23","16","-0.402"
"1","17","-0.403"
"16","18","-0.473"
"11","19","-0.484"
"22","20","-0.485"
"15","21","-0.520"
"8","22","-0.570"
"25","23","-0.633"
"12","24","-0.668"
"5","25","-0.715"
"18","26","-0.731"
"17","27","-0.764"
