"Atom number","Rang","Delta P"
"40","1","-0.175"
"10","2","-0.208"
"36","3","-0.243"
"14","4","-0.264"
"20","5","-0.345"
"1","6","-0.348"
"3","7","-0.359"
"6","8","-0.359"
"8","9","-0.359"
"11","10","-0.359"
"24","11","-0.359"
"17","12","-0.370"
"34","13","-0.383"
"2","14","-0.392"
"35","15","-0.399"
"28","16","-0.412"
"39","17","-0.428"
"42","18","-0.428"
"41","19","-0.434"
"31","20","-0.448"
"4","21","-0.499"
"18","22","-0.522"
"23","23","-0.529"
"26","24","-0.557"
"32","25","-0.569"
"38","26","-0.589"
"29","27","-0.630"
"5","28","-0.694"
"22","29","-0.713"
"9","30","-0.720"
"33","31","-0.730"
"12","32","-0.763"
"16","33","-0.773"
"30","34","-0.773"
"15","35","-0.778"
"27","36","-0.818"
"7","37","-0.823"
"19","38","-0.848"
"37","39","-0.864"
"25","40","-0.895"
"21","41","-0.900"
"13","42","-0.910"
