"Atom number","Rang","Delta P"
"2","1","0.465"
"13","2","0.276"
"24","3","0.215"
"15","4","0.105"
"6","5","-0.096"
"21","6","-0.131"
"9","7","-0.139"
"12","8","-0.142"
"1","9","-0.206"
"16","10","-0.209"
"20","11","-0.236"
"18","12","-0.254"
"5","13","-0.269"
"30","14","-0.331"
"17","15","-0.349"
"26","16","-0.385"
"22","17","-0.426"
"28","18","-0.499"
"29","19","-0.499"
"25","20","-0.503"
"4","21","-0.527"
"7","22","-0.543"
"27","23","-0.558"
"10","24","-0.561"
"19","25","-0.566"
"23","26","-0.586"
"8","27","-0.708"
"3","28","-0.724"
"11","29","-0.779"
"14","30","-0.834"
