"Atom number","Rang","Delta P"
"1","1","0.778"
"12","2","0.303"
"8","3","0.274"
"19","4","0.194"
"17","5","0.188"
"13","6","0.172"
"18","7","0.147"
"9","8","0.136"
"4","9","-0.038"
"16","10","-0.044"
"20","11","-0.159"
"5","12","-0.242"
"15","13","-0.254"
"26","14","-0.375"
"27","15","-0.375"
"3","16","-0.392"
"10","17","-0.402"
"7","18","-0.413"
"21","19","-0.449"
"22","20","-0.459"
"24","21","-0.466"
"2","22","-0.475"
"25","23","-0.511"
"6","24","-0.586"
"23","25","-0.594"
"14","26","-0.616"
"11","27","-0.622"
