"Atom number","Rang","Delta P"
"2","1","0.206"
"9","2","0.134"
"13","3","0.089"
"6","4","-0.010"
"7","5","-0.116"
"4","6","-0.140"
"16","7","-0.254"
"25","8","-0.286"
"32","9","-0.286"
"1","10","-0.300"
"19","11","-0.322"
"5","12","-0.336"
"23","13","-0.336"
"26","14","-0.348"
"31","15","-0.348"
"33","16","-0.362"
"20","17","-0.365"
"14","18","-0.428"
"22","19","-0.451"
"28","20","-0.455"
"8","21","-0.456"
"24","22","-0.529"
"27","23","-0.618"
"3","24","-0.656"
"29","25","-0.668"
"11","26","-0.669"
"15","27","-0.698"
"10","28","-0.713"
"17","29","-0.755"
"12","30","-0.768"
"30","31","-0.772"
"18","32","-0.799"
"21","33","-0.806"
