"Atom number","Rang","Delta P"
"24","1","0.486"
"26","2","0.486"
"23","3","0.215"
"27","4","0.215"
"4","5","0.133"
"13","6","0.126"
"10","7","0.061"
"31","8","0.061"
"19","9","0.043"
"29","10","0.043"
"1","11","-0.014"
"15","12","-0.051"
"18","13","-0.064"
"9","14","-0.092"
"32","15","-0.092"
"22","16","-0.108"
"3","17","-0.124"
"14","18","-0.160"
"20","19","-0.199"
"28","20","-0.199"
"21","21","-0.207"
"11","22","-0.213"
"30","23","-0.214"
"17","24","-0.223"
"2","25","-0.229"
"12","26","-0.236"
"6","27","-0.257"
"16","28","-0.259"
"25","29","-0.302"
"8","30","-0.411"
"7","31","-0.454"
"5","32","-0.579"
