"Atom number","Rang","Delta P"
"15","1","0.488"
"2","2","0.088"
"5","3","0.079"
"21","4","0.021"
"1","5","-0.009"
"20","6","-0.116"
"7","7","-0.167"
"3","8","-0.177"
"4","9","-0.181"
"16","10","-0.228"
"19","11","-0.228"
"22","12","-0.228"
"25","13","-0.228"
"18","14","-0.254"
"24","15","-0.350"
"12","16","-0.474"
"27","17","-0.481"
"29","18","-0.523"
"8","19","-0.530"
"26","20","-0.590"
"9","21","-0.616"
"28","22","-0.619"
"23","23","-0.630"
"13","24","-0.647"
"10","25","-0.675"
"11","26","-0.678"
"17","27","-0.723"
"6","28","-0.757"
"14","29","-0.827"
