"Atom number","Rang","Delta P"
"21","1","0.496"
"22","2","0.126"
"26","3","0.126"
"3","4","0.030"
"12","5","0.014"
"1","6","0.001"
"16","7","-0.052"
"9","8","-0.074"
"33","9","-0.074"
"20","10","-0.077"
"8","11","-0.085"
"34","12","-0.085"
"18","13","-0.098"
"19","14","-0.098"
"30","15","-0.098"
"31","16","-0.098"
"2","17","-0.168"
"4","18","-0.187"
"14","19","-0.190"
"24","20","-0.195"
"28","21","-0.195"
"23","22","-0.219"
"27","23","-0.219"
"17","24","-0.248"
"13","25","-0.271"
"5","26","-0.311"
"6","27","-0.317"
"32","28","-0.349"
"25","29","-0.394"
"29","30","-0.394"
"10","31","-0.433"
"7","32","-0.452"
"11","33","-0.511"
"15","34","-0.595"
