"Atom number","Rang","Delta P"
"25","1","0.234"
"23","2","0.151"
"21","3","0.112"
"3","4","0.025"
"12","5","0.022"
"1","6","0.010"
"16","7","-0.044"
"9","8","-0.061"
"31","9","-0.061"
"8","10","-0.071"
"32","11","-0.071"
"24","12","-0.084"
"27","13","-0.096"
"18","14","-0.099"
"29","15","-0.099"
"14","16","-0.163"
"2","17","-0.164"
"22","18","-0.166"
"4","19","-0.175"
"17","20","-0.183"
"13","21","-0.240"
"5","22","-0.272"
"6","23","-0.275"
"20","24","-0.281"
"19","25","-0.298"
"28","26","-0.298"
"30","27","-0.312"
"10","28","-0.391"
"7","29","-0.399"
"26","30","-0.452"
"11","31","-0.470"
"15","32","-0.544"
