"Atom number","Rang","Delta P"
"23","1","0.244"
"9","2","0.179"
"22","3","0.146"
"29","4","0.112"
"32","5","0.112"
"28","6","0.099"
"33","7","0.099"
"24","8","0.081"
"21","9","0.071"
"6","10","0.018"
"10","11","0.018"
"17","12","-0.022"
"18","13","-0.022"
"5","14","-0.029"
"12","15","-0.062"
"13","16","-0.109"
"16","17","-0.135"
"8","18","-0.205"
"19","19","-0.247"
"30","20","-0.248"
"2","21","-0.256"
"4","22","-0.260"
"31","23","-0.286"
"27","24","-0.320"
"14","25","-0.358"
"1","26","-0.387"
"26","27","-0.447"
"20","28","-0.451"
"11","29","-0.493"
"7","30","-0.495"
"3","31","-0.508"
"25","32","-0.532"
"15","33","-0.552"
