"Atom number","Rang","Delta P"
"15","1","0.697"
"29","2","0.095"
"6","3","-0.053"
"8","4","-0.053"
"14","5","-0.053"
"21","6","-0.053"
"1","7","-0.173"
"19","8","-0.210"
"23","9","-0.346"
"22","10","-0.351"
"3","11","-0.362"
"16","12","-0.377"
"17","13","-0.381"
"10","14","-0.385"
"28","15","-0.401"
"9","16","-0.404"
"12","17","-0.407"
"30","18","-0.410"
"13","19","-0.414"
"4","20","-0.459"
"26","21","-0.469"
"27","22","-0.505"
"11","23","-0.516"
"25","24","-0.576"
"24","25","-0.589"
"7","26","-0.633"
"20","27","-0.683"
"2","28","-0.728"
"18","29","-0.739"
"5","30","-0.769"
