"Atom number","Rang","Delta P"
"8","1","0.286"
"2","2","0.136"
"1","3","0.020"
"20","4","-0.012"
"21","5","-0.037"
"22","6","-0.071"
"5","7","-0.084"
"3","8","-0.091"
"4","9","-0.095"
"9","10","-0.111"
"23","11","-0.222"
"15","12","-0.243"
"6","13","-0.252"
"12","14","-0.265"
"11","15","-0.270"
"13","16","-0.270"
"19","17","-0.270"
"24","18","-0.314"
"10","19","-0.322"
"25","20","-0.376"
"18","21","-0.467"
"7","22","-0.510"
"26","23","-0.557"
"16","24","-0.566"
"17","25","-0.608"
"14","26","-0.822"
"27","27","-0.897"
"28","28","-0.958"
