"Atom number","Rang","Delta P"
"2","1","0.165"
"1","2","0.095"
"6","3","0.069"
"3","4","0.053"
"30","5","0.043"
"9","6","-0.008"
"13","7","-0.032"
"17","8","-0.069"
"29","9","-0.084"
"32","10","-0.110"
"20","11","-0.170"
"31","12","-0.218"
"7","13","-0.231"
"4","14","-0.259"
"5","15","-0.283"
"21","16","-0.289"
"14","17","-0.323"
"8","18","-0.330"
"18","19","-0.337"
"25","20","-0.377"
"26","21","-0.381"
"27","22","-0.381"
"28","23","-0.381"
"19","24","-0.383"
"11","25","-0.405"
"23","26","-0.425"
"12","27","-0.426"
"15","28","-0.438"
"24","29","-0.460"
"22","30","-0.472"
"16","31","-0.492"
"10","32","-0.680"
