"Atom number","Rang","Delta P"
"2","1","0.446"
"1","2","0.342"
"12","3","0.336"
"5","4","0.236"
"9","5","0.229"
"4","6","0.214"
"3","7","0.201"
"20","8","0.191"
"15","9","0.185"
"8","10","0.181"
"21","11","0.175"
"22","12","0.149"
"11","13","0.132"
"13","14","0.132"
"19","15","0.132"
"23","16","0.100"
"10","17","0.031"
"24","18","-0.042"
"18","19","-0.079"
"6","20","-0.110"
"16","21","-0.161"
"17","22","-0.272"
"7","23","-0.311"
"25","24","-0.311"
"26","25","-0.438"
"14","26","-0.595"
"27","27","-0.778"
"28","28","-0.910"
