"Atom number","Rang","Delta P"
"2","1","0.247"
"13","2","0.217"
"20","3","-0.006"
"14","4","-0.031"
"25","5","-0.085"
"6","6","-0.131"
"19","7","-0.134"
"7","8","-0.135"
"28","9","-0.168"
"21","10","-0.244"
"23","11","-0.280"
"9","12","-0.282"
"24","13","-0.297"
"27","14","-0.299"
"11","15","-0.325"
"8","16","-0.369"
"10","17","-0.378"
"15","18","-0.399"
"1","19","-0.408"
"26","20","-0.415"
"3","21","-0.416"
"4","22","-0.416"
"16","23","-0.456"
"17","24","-0.469"
"5","25","-0.484"
"22","26","-0.502"
"12","27","-0.615"
"18","28","-0.629"
