"Atom number","Rang","Delta P"
"23","1","0.585"
"26","2","0.101"
"12","3","0.006"
"4","4","-0.045"
"18","5","-0.058"
"15","6","-0.078"
"16","7","-0.088"
"7","8","-0.108"
"8","9","-0.108"
"9","10","-0.108"
"14","11","-0.159"
"1","12","-0.175"
"6","13","-0.177"
"17","14","-0.191"
"5","15","-0.273"
"11","16","-0.301"
"3","17","-0.318"
"19","18","-0.324"
"13","19","-0.329"
"2","20","-0.352"
"22","21","-0.359"
"24","22","-0.364"
"10","23","-0.385"
"20","24","-0.403"
"25","25","-0.411"
"21","26","-0.427"
