"Atom number","Rang","Delta P"
"27","1","0.785"
"28","2","0.785"
"26","3","0.732"
"1","4","0.448"
"25","5","0.302"
"35","6","0.134"
"19","7","0.108"
"31","8","0.106"
"15","9","0.045"
"36","10","0.034"
"18","11","-0.010"
"20","12","-0.010"
"32","13","-0.050"
"30","14","-0.081"
"34","15","-0.087"
"24","16","-0.099"
"12","17","-0.100"
"37","18","-0.158"
"22","19","-0.180"
"9","20","-0.200"
"17","21","-0.220"
"21","22","-0.220"
"14","23","-0.223"
"6","24","-0.321"
"8","25","-0.363"
"2","26","-0.374"
"7","27","-0.399"
"23","28","-0.428"
"10","29","-0.449"
"4","30","-0.466"
"3","31","-0.476"
"33","32","-0.488"
"16","33","-0.528"
"29","34","-0.533"
"38","35","-0.542"
"13","36","-0.606"
"11","37","-0.623"
"5","38","-0.648"
