"Atom number","Rang","Delta P"
"12","1","0.803"
"11","2","0.735"
"4","3","0.729"
"27","4","0.729"
"7","5","0.517"
"8","6","0.438"
"15","7","0.333"
"10","8","0.099"
"19","9","0.095"
"9","10","0.023"
"17","11","0.011"
"22","12","0.011"
"1","13","-0.003"
"3","14","-0.003"
"6","15","-0.023"
"26","16","-0.023"
"2","17","-0.133"
"13","18","-0.212"
"24","19","-0.212"
"20","20","-0.231"
"14","21","-0.280"
"23","22","-0.280"
"18","23","-0.481"
"21","24","-0.481"
"16","25","-0.517"
"5","26","-0.525"
"25","27","-0.525"
