"Atom number","Rang","Delta P"
"1","1","0.474"
"18","2","-0.042"
"19","3","-0.043"
"11","4","-0.178"
"28","5","-0.178"
"14","6","-0.211"
"30","7","-0.257"
"10","8","-0.274"
"29","9","-0.274"
"27","10","-0.359"
"9","11","-0.376"
"15","12","-0.409"
"24","13","-0.447"
"25","14","-0.447"
"26","15","-0.447"
"12","16","-0.453"
"4","17","-0.472"
"6","18","-0.511"
"17","19","-0.532"
"22","20","-0.532"
"31","21","-0.541"
"13","22","-0.545"
"23","23","-0.549"
"21","24","-0.550"
"3","25","-0.578"
"32","26","-0.582"
"7","27","-0.583"
"8","28","-0.603"
"16","29","-0.606"
"2","30","-0.647"
"5","31","-0.670"
"20","32","-0.714"
