"Atom number","Rang","Delta P"
"10","1","0.091"
"6","2","0.041"
"45","3","0.031"
"43","4","0.015"
"41","5","0.011"
"39","6","-0.002"
"1","7","-0.065"
"33","8","-0.075"
"5","9","-0.095"
"9","10","-0.095"
"38","11","-0.098"
"28","12","-0.141"
"35","13","-0.153"
"19","14","-0.158"
"18","15","-0.215"
"2","16","-0.232"
"7","17","-0.243"
"24","18","-0.257"
"25","19","-0.264"
"37","20","-0.274"
"3","21","-0.297"
"15","22","-0.301"
"31","23","-0.315"
"32","24","-0.315"
"4","25","-0.316"
"42","26","-0.334"
"34","27","-0.337"
"16","28","-0.339"
"21","29","-0.339"
"23","30","-0.347"
"17","31","-0.353"
"20","32","-0.353"
"26","33","-0.355"
"30","34","-0.360"
"14","35","-0.404"
"11","36","-0.406"
"36","37","-0.413"
"40","38","-0.413"
"12","39","-0.423"
"44","40","-0.441"
"8","41","-0.442"
"27","42","-0.448"
"22","43","-0.507"
"29","44","-0.550"
"13","45","-0.570"
