"Atom number","Rang","Delta P"
"17","1","0.170"
"1","2","0.115"
"10","3","0.115"
"20","4","-0.069"
"21","5","-0.281"
"22","6","-0.281"
"25","7","-0.281"
"26","8","-0.292"
"19","9","-0.319"
"23","10","-0.346"
"14","11","-0.395"
"12","12","-0.400"
"15","13","-0.400"
"18","14","-0.400"
"24","15","-0.465"
"4","16","-0.568"
"13","17","-0.662"
"7","18","-0.676"
"11","19","-0.680"
"3","20","-0.760"
"5","21","-0.846"
"8","22","-0.847"
"16","23","-0.865"
"2","24","-0.917"
"9","25","-0.917"
"6","26","-0.949"
