"Atom number","Rang","Delta P"
"33","1","0.035"
"34","2","0.026"
"19","3","-0.033"
"22","4","-0.034"
"30","5","-0.046"
"5","6","-0.072"
"11","7","-0.072"
"10","8","-0.080"
"17","9","-0.083"
"18","10","-0.083"
"24","11","-0.129"
"7","12","-0.133"
"9","13","-0.133"
"16","14","-0.137"
"6","15","-0.153"
"20","16","-0.157"
"26","17","-0.157"
"23","18","-0.158"
"21","19","-0.174"
"25","20","-0.174"
"8","21","-0.175"
"15","22","-0.176"
"4","23","-0.183"
"1","24","-0.186"
"32","25","-0.204"
"12","26","-0.208"
"14","27","-0.217"
"27","28","-0.236"
"2","29","-0.264"
"3","30","-0.272"
"28","31","-0.276"
"31","32","-0.300"
"13","33","-0.302"
"29","34","-0.449"
