"Atom number","Rang","Delta P"
"11","1","0.408"
"22","2","0.317"
"32","3","0.227"
"15","4","0.077"
"27","5","0.061"
"17","6","-0.074"
"24","7","-0.074"
"28","8","-0.074"
"14","9","-0.120"
"16","10","-0.159"
"23","11","-0.237"
"26","12","-0.251"
"30","13","-0.251"
"20","14","-0.266"
"5","15","-0.337"
"9","16","-0.352"
"13","17","-0.359"
"33","18","-0.359"
"10","19","-0.406"
"7","20","-0.413"
"12","21","-0.414"
"25","22","-0.433"
"31","23","-0.433"
"21","24","-0.440"
"4","25","-0.485"
"19","26","-0.545"
"1","27","-0.550"
"6","28","-0.586"
"29","29","-0.632"
"8","30","-0.668"
"18","31","-0.690"
"3","32","-0.733"
"2","33","-0.782"
