"Atom number","Rang","Delta P"
"11","1","0.372"
"12","2","0.284"
"17","3","0.082"
"21","4","0.082"
"7","5","0.079"
"14","6","-0.002"
"15","7","-0.016"
"16","8","-0.016"
"18","9","-0.016"
"19","10","-0.016"
"20","11","-0.016"
"22","12","-0.016"
"23","13","-0.016"
"24","14","-0.016"
"25","15","-0.016"
"9","16","-0.022"
"13","17","-0.242"
"8","18","-0.257"
"10","19","-0.499"
"26","20","-0.541"
"27","21","-0.630"
"5","22","-0.648"
"1","23","-0.655"
"29","24","-0.658"
"4","25","-0.808"
"28","26","-0.859"
"2","27","-0.880"
"6","28","-0.947"
"3","29","-0.979"
