"Atom number","Rang","Delta P"
"4","1","0.707"
"27","2","0.707"
"11","3","0.582"
"8","4","0.228"
"19","5","0.143"
"14","6","0.074"
"23","7","0.074"
"12","8","-0.014"
"10","9","-0.155"
"1","10","-0.166"
"3","11","-0.166"
"9","12","-0.206"
"13","13","-0.244"
"24","14","-0.244"
"2","15","-0.328"
"18","16","-0.346"
"21","17","-0.346"
"6","18","-0.439"
"26","19","-0.439"
"5","20","-0.467"
"25","21","-0.467"
"16","22","-0.491"
"15","23","-0.515"
"20","24","-0.528"
"7","25","-0.547"
"17","26","-0.669"
"22","27","-0.669"
