"Atom number","Rang","Delta P"
"8","1","0.627"
"1","2","0.562"
"13","3","0.208"
"12","4","0.196"
"4","5","0.086"
"17","6","0.062"
"9","7","0.060"
"18","8","-0.005"
"19","9","-0.051"
"16","10","-0.115"
"5","11","-0.176"
"24","12","-0.207"
"22","13","-0.263"
"7","14","-0.281"
"3","15","-0.313"
"23","16","-0.349"
"26","17","-0.350"
"27","18","-0.350"
"15","19","-0.368"
"20","20","-0.411"
"10","21","-0.425"
"25","22","-0.450"
"2","23","-0.467"
"6","24","-0.499"
"21","25","-0.632"
"14","26","-0.739"
"11","27","-0.751"
