"Atom number","Rang","Delta P"
"27","1","0.767"
"28","2","0.767"
"1","3","0.513"
"25","4","0.377"
"35","5","0.208"
"31","6","0.199"
"19","7","0.133"
"18","8","0.121"
"20","9","0.121"
"36","10","0.087"
"15","11","0.076"
"26","12","0.050"
"32","13","0.041"
"12","14","0.029"
"34","15","0.007"
"30","16","-0.035"
"22","17","-0.104"
"37","18","-0.162"
"17","19","-0.178"
"21","20","-0.178"
"24","21","-0.205"
"14","22","-0.245"
"3","23","-0.281"
"10","24","-0.318"
"7","25","-0.342"
"8","26","-0.344"
"2","27","-0.354"
"6","28","-0.357"
"13","29","-0.368"
"23","30","-0.368"
"33","31","-0.377"
"9","32","-0.399"
"16","33","-0.411"
"4","34","-0.415"
"38","35","-0.457"
"29","36","-0.490"
"5","37","-0.549"
"11","38","-0.550"
