"Atom number","Rang","Delta P"
"15","1","0.968"
"5","2","0.201"
"21","3","0.084"
"1","4","0.044"
"24","5","-0.229"
"10","6","-0.256"
"7","7","-0.342"
"8","8","-0.342"
"9","9","-0.342"
"22","10","-0.349"
"20","11","-0.367"
"6","12","-0.411"
"16","13","-0.420"
"11","14","-0.468"
"12","15","-0.517"
"23","16","-0.541"
"3","17","-0.632"
"18","18","-0.666"
"2","19","-0.688"
"19","20","-0.717"
"14","21","-0.741"
"4","22","-0.787"
"13","23","-0.797"
"26","24","-0.805"
"25","25","-0.821"
"17","26","-0.859"
