"Atom number","Rang","Delta P"
"21","1","0.114"
"10","2","0.080"
"30","3","0.075"
"33","4","0.001"
"4","5","-0.008"
"18","6","-0.010"
"12","7","-0.017"
"29","8","-0.029"
"31","9","-0.037"
"13","10","-0.039"
"35","11","-0.041"
"3","12","-0.042"
"36","13","-0.052"
"17","14","-0.056"
"32","15","-0.057"
"34","16","-0.057"
"11","17","-0.058"
"19","18","-0.058"
"20","19","-0.067"
"9","20","-0.073"
"1","21","-0.074"
"14","22","-0.076"
"37","23","-0.083"
"15","24","-0.084"
"16","25","-0.084"
"8","26","-0.089"
"7","27","-0.092"
"6","28","-0.101"
"26","29","-0.101"
"2","30","-0.108"
"5","31","-0.109"
"28","32","-0.109"
"22","33","-0.124"
"25","34","-0.154"
"23","35","-0.155"
"24","36","-0.159"
"27","37","-0.166"
