"Atom number","Rang","Delta P"
"13","1","0.458"
"2","2","0.396"
"9","3","0.270"
"16","4","0.104"
"1","5","-0.055"
"5","6","-0.074"
"23","7","-0.074"
"7","8","-0.115"
"8","9","-0.118"
"6","10","-0.139"
"25","11","-0.155"
"32","12","-0.155"
"14","13","-0.157"
"4","14","-0.179"
"22","15","-0.189"
"26","16","-0.239"
"31","17","-0.239"
"19","18","-0.240"
"28","19","-0.347"
"33","20","-0.378"
"20","21","-0.406"
"24","22","-0.407"
"17","23","-0.420"
"15","24","-0.476"
"29","25","-0.490"
"27","26","-0.507"
"10","27","-0.546"
"18","28","-0.633"
"30","29","-0.635"
"21","30","-0.639"
"12","31","-0.640"
"11","32","-0.645"
"3","33","-0.711"
