"Atom number","Rang","Delta P"
"12","1","0.787"
"11","2","0.716"
"19","3","0.547"
"7","4","0.493"
"8","5","0.381"
"4","6","0.367"
"15","7","0.351"
"26","8","0.235"
"10","9","0.143"
"9","10","0.087"
"17","11","-0.007"
"21","12","-0.007"
"6","13","-0.014"
"25","14","-0.016"
"1","15","-0.105"
"3","16","-0.105"
"13","17","-0.123"
"23","18","-0.123"
"14","19","-0.175"
"22","20","-0.175"
"27","21","-0.326"
"2","22","-0.344"
"18","23","-0.371"
"20","24","-0.371"
"16","25","-0.373"
"5","26","-0.532"
"24","27","-0.536"
