"Atom number","Rang","Delta P"
"12","1","0.636"
"8","2","0.345"
"1","3","0.306"
"19","4","0.023"
"13","5","-0.002"
"17","6","-0.017"
"18","7","-0.036"
"9","8","-0.088"
"16","9","-0.171"
"4","10","-0.173"
"7","11","-0.182"
"10","12","-0.282"
"20","13","-0.288"
"5","14","-0.316"
"15","15","-0.437"
"22","16","-0.533"
"11","17","-0.569"
"26","18","-0.571"
"27","19","-0.571"
"24","20","-0.603"
"3","21","-0.616"
"6","22","-0.640"
"25","23","-0.688"
"21","24","-0.708"
"2","25","-0.738"
"23","26","-0.740"
"14","27","-0.823"
