"Atom number","Rang","Delta P"
"20","1","0.457"
"22","2","0.457"
"19","3","0.147"
"23","4","0.147"
"9","5","0.019"
"6","6","-0.026"
"27","7","-0.026"
"15","8","-0.072"
"25","9","-0.072"
"5","10","-0.155"
"28","11","-0.155"
"11","12","-0.181"
"14","13","-0.190"
"18","14","-0.247"
"2","15","-0.292"
"10","16","-0.293"
"16","17","-0.327"
"24","18","-0.327"
"17","19","-0.350"
"7","20","-0.353"
"26","21","-0.360"
"8","22","-0.374"
"13","23","-0.390"
"12","24","-0.427"
"21","25","-0.467"
"1","26","-0.490"
"4","27","-0.514"
"3","28","-0.688"
