"Atom number","Rang","Delta P"
"2","1","0.099"
"11","2","0.019"
"3","3","-0.046"
"10","4","-0.046"
"14","5","-0.046"
"16","6","-0.046"
"21","7","-0.046"
"24","8","-0.046"
"31","9","-0.046"
"33","10","-0.108"
"12","11","-0.115"
"23","12","-0.188"
"32","13","-0.195"
"29","14","-0.197"
"35","15","-0.197"
"1","16","-0.222"
"26","17","-0.259"
"19","18","-0.278"
"27","19","-0.337"
"4","20","-0.388"
"18","21","-0.392"
"22","22","-0.393"
"5","23","-0.433"
"17","24","-0.459"
"15","25","-0.508"
"20","26","-0.556"
"13","27","-0.567"
"6","28","-0.580"
"28","29","-0.605"
"30","30","-0.692"
"34","31","-0.698"
"9","32","-0.720"
"7","33","-0.731"
"8","34","-0.877"
"25","35","-0.882"
