"Atom number","Rang","Delta P"
"8","1","0.714"
"6","2","0.406"
"1","3","0.368"
"22","4","0.315"
"10","5","0.048"
"14","6","0.048"
"11","7","0.038"
"13","8","0.038"
"9","9","-0.068"
"32","10","-0.119"
"7","11","-0.135"
"15","12","-0.140"
"26","13","-0.159"
"29","14","-0.159"
"33","15","-0.160"
"16","16","-0.259"
"25","17","-0.320"
"30","18","-0.320"
"23","19","-0.355"
"12","20","-0.356"
"28","21","-0.361"
"34","22","-0.367"
"19","23","-0.381"
"24","24","-0.392"
"4","25","-0.438"
"20","26","-0.484"
"21","27","-0.494"
"27","28","-0.498"
"35","29","-0.510"
"17","30","-0.538"
"18","31","-0.566"
"2","32","-0.574"
"3","33","-0.578"
"31","34","-0.609"
"5","35","-0.655"
