"Atom number","Rang","Delta P"
"23","1","0.080"
"16","2","0.031"
"12","3","0.015"
"20","4","-0.011"
"6","5","-0.012"
"28","6","-0.040"
"2","7","-0.051"
"10","8","-0.095"
"33","9","-0.102"
"36","10","-0.107"
"24","11","-0.113"
"29","12","-0.116"
"9","13","-0.117"
"1","14","-0.121"
"19","15","-0.149"
"17","16","-0.155"
"30","17","-0.163"
"7","18","-0.169"
"4","19","-0.170"
"34","20","-0.174"
"11","21","-0.176"
"18","22","-0.176"
"31","23","-0.179"
"32","24","-0.179"
"22","25","-0.188"
"25","26","-0.188"
"21","27","-0.189"
"26","28","-0.189"
"3","29","-0.191"
"27","30","-0.195"
"14","31","-0.196"
"13","32","-0.197"
"35","33","-0.202"
"15","34","-0.205"
"8","35","-0.216"
"5","36","-0.238"
