"Atom number","Rang","Delta P"
"27","1","0.742"
"28","2","0.742"
"1","3","0.480"
"25","4","0.343"
"35","5","0.154"
"31","6","0.123"
"36","7","0.086"
"19","8","0.077"
"32","9","0.045"
"34","10","-0.003"
"18","11","-0.053"
"20","12","-0.053"
"15","13","-0.107"
"26","14","-0.134"
"12","15","-0.145"
"30","16","-0.157"
"37","17","-0.209"
"17","18","-0.254"
"21","19","-0.254"
"6","20","-0.310"
"22","21","-0.356"
"10","22","-0.364"
"8","23","-0.386"
"7","24","-0.394"
"14","25","-0.398"
"24","26","-0.426"
"9","27","-0.494"
"16","28","-0.519"
"3","29","-0.529"
"23","30","-0.532"
"33","31","-0.542"
"13","32","-0.544"
"2","33","-0.569"
"5","34","-0.587"
"29","35","-0.601"
"38","36","-0.607"
"4","37","-0.642"
"11","38","-0.700"
