"Atom number","Rang","Delta P"
"2","1","0.465"
"1","2","0.325"
"4","3","0.221"
"3","4","0.197"
"5","5","0.194"
"22","6","0.170"
"20","7","0.148"
"21","8","0.147"
"8","9","0.114"
"11","10","0.113"
"13","11","0.113"
"19","12","0.113"
"9","13","0.086"
"23","14","0.085"
"24","15","-0.022"
"12","16","-0.035"
"15","17","-0.053"
"6","18","-0.063"
"17","19","-0.125"
"7","20","-0.164"
"25","21","-0.190"
"10","22","-0.433"
"14","23","-0.445"
"26","24","-0.449"
"16","25","-0.552"
"18","26","-0.665"
"27","27","-0.722"
"28","28","-0.868"
