"Atom number","Rang","Delta P"
"16","1","0.496"
"4","2","0.410"
"27","3","0.370"
"3","4","0.288"
"29","5","0.254"
"6","6","0.252"
"8","7","0.252"
"14","8","0.252"
"21","9","0.252"
"13","10","0.251"
"23","11","0.251"
"22","12","0.188"
"12","13","0.175"
"17","14","0.105"
"10","15","0.062"
"1","16","0.051"
"26","17","0.047"
"9","18","-0.056"
"19","19","-0.107"
"24","20","-0.109"
"25","21","-0.110"
"30","22","-0.156"
"28","23","-0.218"
"2","24","-0.325"
"11","25","-0.365"
"20","26","-0.433"
"18","27","-0.594"
"7","28","-0.616"
"5","29","-0.627"
"15","30","-0.652"
